"# Top 25000 IPs based on all data, but NEW IPs are prioritized","2020-06-22"
"Number","IP address","Rating"
"0","147.32.229.93","7381.277375569852"
"1","147.32.229.155","4845.5040846716065"
"2","92.47.141.18","2711.482983622343"
"3","36.82.97.164","2654.7150346160943"
"4","80.77.157.13","1545.94202389868"
"5","134.169.98.231","1507.5539714134627"
"6","109.170.171.249","1489.6777546251772"
"7","89.252.160.125","1488.214220763416"
"8","80.243.180.45","1487.0719093205498"
"9","123.18.206.41","1482.4847779279557"
"10","41.106.6.234","1480.9174030687705"
"11","195.120.23.138","1472.346582989438"
"12","183.131.85.7","1471.6005349373474"
"13","192.198.82.76","1455.7163773380523"
"14","92.207.240.90","1445.4441187166717"
"15","61.216.160.92","1432.4548712349317"
"16","94.255.68.135","1415.9258575518868"
"17","91.219.24.75","1349.238530110666"
"18","118.70.12.25","1340.0552746134306"
"19","36.73.223.235","1336.0631556112469"
"20","117.6.128.63","1329.5923110797555"
"21","79.120.9.127","1326.2376617433242"
"22","117.4.240.49","1324.8025775597407"
"23","91.247.129.198","1252.338389117916"
"24","100.38.226.58","1243.4136519544072"
"25","81.1.241.22","1231.1353976915163"
"26","14.98.229.18","1190.626236356576"
"27","5.128.170.51","1182.230401344381"
"28","109.191.186.22","1167.9729696492107"
"29","78.179.15.185","1116.7606266663618"
"30","111.249.45.31","1104.9279766662683"
"31","170.250.138.206","1091.171034041326"
"32","123.30.127.8","1070.8903315763112"
"33","79.135.64.55","1051.0220482336713"
"34","49.229.29.50","997.1120001052989"
"35","45.164.156.14","987.2928175468037"
"36","85.132.116.31","966.5755210100717"
"37","147.30.107.138","956.6402297500958"
"38","88.135.120.26","946.793035320906"
"39","103.108.180.136","928.4443779481011"
"40","128.201.76.225","917.2047428985787"
"41","130.161.220.37","911.5851358428284"
"42","178.220.253.231","901.7422235703276"
"43","77.238.158.252","894.2531054455088"
"44","93.171.140.173","888.985459863846"
"45","46.166.126.113","882.737827144381"
"46","94.131.199.177","872.4816292370529"
"47","122.100.64.172","870.8549495805839"
"48","118.70.118.173","869.223538682091"
"49","178.137.234.134","853.9732695718443"
"50","187.33.200.82","851.1563834474347"
"51","194.58.70.151","840.7805155622067"
"52","14.231.159.184","838.5027162534878"
"53","197.51.55.114","836.6202858747639"
"54","78.130.139.198","834.2879085849777"
"55","31.181.124.105","833.5902677690833"
"56","178.44.169.253","832.1129868883122"
"57","14.161.154.193","831.5520391241193"
"58","193.95.95.226","831.2846880289892"
"59","123.26.211.120","829.320209508366"
"60","95.58.224.142","821.6027271021818"
"61","62.108.175.114","821.1767371894884"
"62","185.229.9.135","820.6626286163378"
"63","213.238.182.30","819.0743618656767"
"64","43.243.75.81","818.025825013872"
"65","178.45.153.158","815.0100282523198"
"66","12.47.158.106","813.5363048787693"
"67","41.33.174.34","812.1555381726021"
"68","80.18.170.155","809.142534588231"
"69","197.41.249.98","807.8347492275609"
"70","216.245.221.83","806.0494171037842"
"71","103.105.128.123","802.1307067221248"
"72","125.166.135.144","801.7483742952955"
"73","183.82.126.195","800.3482686486288"
"74","78.188.5.88","796.4437013218304"
"75","109.111.19.20","795.3804368364397"
"76","184.176.33.47","795.2580273339709"
"77","88.200.217.105","793.797496552945"
"78","188.247.61.238","793.5659359145915"
